anio,pais,cargo,nivel_experiencia,tipo_empleo,modalidad,industria,tamanio_empresa,sueldo_clp,sueldo_usd,habilidades,n_habilidades,tiene_cert_cloud,tiene_framework_ml
2023,Chile,BI Analyst,Lead,Full Time,Híbrido,Fintech / Banca,Mediana (50-500),4810000,5285,"NumPy, R, dbt, Computer Vision, BigQuery, Snowflake, Azure, Looker, SQL, Tableau, FastAPI, Python",12,True,False
2022,México,Data Scientist,Junior,Full Time,Híbrido,Retail / E-Commerce,Startup,1690000,1857,"Git, NumPy, Seaborn, Looker, Machine Learning",5,False,False
2024,Argentina,MLOps Engineer,Senior,Full Time,Híbrido,Telecomunicaciones,Pequeña (<50),6790000,7461,"dbt, Excel, NLP, Snowflake, Linux, NumPy, Azure, Machine Learning, Airflow",9,True,False
2022,Chile,ML Engineer,Junior,Full Time,Remoto,Telecomunicaciones,Grande (+500),3280000,3604,"Spark, Excel, Tableau, Python",4,False,False
2024,Colombia,Data Scientist,Senior,Freelance,Remoto,Seguros,Grande (+500),8970000,9857,"NumPy, scikit-learn, TensorFlow, Power BI, Matplotlib, Tableau, Snowflake, Seaborn, R, Excel",10,False,True
2024,Argentina,ML Engineer,Senior,Full Time,Híbrido,Tecnología,Grande (+500),9260000,10175,"Excel, Git, Pandas, GCP, Spark, Estadística, scikit-learn",7,True,True
2024,Chile,NLP Engineer,Semi Senior,Full Time,Remoto,Telecomunicaciones,Startup,5370000,5901,"NLP, AWS, Looker, Python, Excel",5,True,False
2024,Chile,Data Engineer,Lead,Freelance,Presencial,Salud,Mediana (50-500),8290000,9109,"TensorFlow, Tableau, GCP, AWS, Machine Learning, Azure, Git, BigQuery, Excel, Looker, Pandas, MLflow, Keras, FastAPI",14,True,True
2023,México,MLOps Engineer,Semi Senior,Full Time,Híbrido,Salud,Mediana (50-500),3820000,4197,"Python, Airflow, MLflow, Azure, R, SQL, Deep Learning, Spark, AWS",9,True,False
2024,Chile,Data Scientist,Semi Senior,Full Time,Híbrido,Educación,Grande (+500),3730000,4098,"Pandas, Seaborn, Tableau, Airflow, NLP",5,False,False
2023,Chile,BI Analyst,Senior,Full Time,Híbrido,Minería,Pequeña (<50),3550000,3901,"GCP, Kubernetes, Azure, R, Matplotlib, AWS, Docker, Snowflake, Machine Learning, Looker, BigQuery, Estadística",12,True,False
2022,Argentina,NLP Engineer,Semi Senior,Contrato,Híbrido,Telecomunicaciones,Startup,3350000,3681,"Git, Keras, Linux, Seaborn, Python, Docker, Looker",7,False,True
2023,México,Data Engineer,Junior,Full Time,Remoto,Telecomunicaciones,Mediana (50-500),2630000,2890,"NumPy, GCP, SQL, Power Query, Linux",5,True,False
2023,Chile,Data Engineer,Junior,Full Time,Remoto,Manufactura,Pequeña (<50),2140000,2351,"Machine Learning, BigQuery, Azure, Power Query, NumPy, SQL",6,True,False
2024,Colombia,BI Analyst,Lead,Full Time,Híbrido,Tecnología,Pequeña (<50),5950000,6538,"Snowflake, Power Query, Docker, Estadística, Spark, Python, Keras, Pandas, Excel, Azure",10,True,True
2024,Chile,AI Engineer,Senior,Full Time,Híbrido,Educación,Grande (+500),7900000,8681,"Seaborn, PyTorch, BigQuery, Deep Learning, R, Python, Kubernetes, AWS, Docker, TensorFlow, scikit-learn, Azure",12,True,True
2024,Chile,Data Analyst,Lead,Full Time,Presencial,Seguros,Startup,5150000,5659,"GCP, PyTorch, Pandas, Kubernetes, Matplotlib, MLflow, FastAPI, TensorFlow, Estadística, Machine Learning, Spark",11,True,True
2022,Chile,NLP Engineer,Lead,Full Time,Híbrido,Seguros,Grande (+500),8590000,9439,"Snowflake, Power Query, Computer Vision, dbt, R, Kubernetes, GCP, Git, scikit-learn",9,True,True
2022,Chile,AI Engineer,Senior,Full Time,Híbrido,Seguros,Grande (+500),9400000,10329,"Matplotlib, Deep Learning, Keras, dbt, Snowflake, Azure, Spark, Computer Vision, FastAPI",9,True,True
2022,México,Data Analyst,Senior,Full Time,Remoto,Retail / E-Commerce,Grande (+500),4330000,4758,"Snowflake, Looker, MLflow, Spark, Linux, GCP, Docker, Matplotlib",8,True,False
2022,Chile,Data Scientist,Junior,Full Time,Remoto,Retail / E-Commerce,Mediana (50-500),1800000,1978,"Excel, Seaborn, Computer Vision, Keras, Kubernetes, Pandas",6,False,True
2022,Chile,MLOps Engineer,Semi Senior,Contrato,Híbrido,Gobierno / Público,Startup,3470000,3813,"dbt, GCP, Computer Vision, MLflow, Excel, Power Query, Tableau, Azure",8,True,False
2023,Remoto Internacional,Data Scientist,Junior,Contrato,Híbrido,Seguros,Startup,2550000,2802,"SQL, Machine Learning, Pandas, Linux, Excel, Azure",6,True,False
2022,Chile,Data Scientist,Senior,Full Time,Presencial,Seguros,Grande (+500),5850000,6428,"PyTorch, Power Query, Tableau, Looker, Snowflake, Deep Learning, Power BI, Airflow, Excel, Matplotlib, TensorFlow, R",12,False,True
2022,Remoto Internacional,BI Analyst,Lead,Full Time,Híbrido,Seguros,Grande (+500),5220000,5736,"Power BI, Snowflake, Estadística, Linux, Matplotlib, Tableau, dbt, Looker, R, scikit-learn, Kubernetes, Excel, BigQuery",13,False,True
2024,México,AI Engineer,Junior,Full Time,Remoto,Fintech / Banca,Grande (+500),5050000,5549,"R, Kubernetes, Keras",3,False,True
2024,Chile,Data Engineer,Semi Senior,Full Time,Híbrido,Seguros,Startup,3690000,4054,"MLflow, Power Query, SQL, Estadística, dbt, R, Looker, scikit-learn, BigQuery",9,False,True
2024,Chile,Data Scientist,Junior,Full Time,Remoto,Gobierno / Público,Startup,2040000,2241,"Looker, Azure, Linux, Docker, Keras",5,True,True
2023,México,Data Scientist,Lead,Full Time,Remoto,Gobierno / Público,Pequeña (<50),7080000,7780,"GCP, Airflow, NumPy, BigQuery, Azure, NLP, PyTorch, Power Query, Power BI, Pandas",10,True,True
2022,Argentina,AI Engineer,Semi Senior,Full Time,Remoto,Minería,Startup,4300000,4725,"Docker, GCP, FastAPI, Seaborn, Computer Vision",5,True,False
2022,Chile,Data Scientist,Senior,Full Time,Remoto,Retail / E-Commerce,Pequeña (<50),4870000,5351,"AWS, NumPy, Docker, Power Query, Deep Learning, Seaborn, GCP, Computer Vision",8,True,False
2023,México,BI Analyst,Semi Senior,Full Time,Presencial,Educación,Mediana (50-500),1640000,1802,"Spark, Tableau, scikit-learn, Python, Machine Learning, Power Query, FastAPI",7,False,True
2023,Colombia,Data Scientist,Senior,Full Time,Remoto,Salud,Grande (+500),6170000,6780,"scikit-learn, Power BI, Seaborn, Docker, Pandas, BigQuery, Power Query, Looker",8,False,True
2022,Chile,BI Analyst,Junior,Contrato,Remoto,Educación,Grande (+500),1800000,1978,"Keras, Airflow, Computer Vision, Docker, TensorFlow",5,False,True
2022,Chile,Data Scientist,Lead,Full Time,Remoto,Minería,Mediana (50-500),10030000,11021,"dbt, BigQuery, SQL, Deep Learning, R, Seaborn, Matplotlib, Tableau, scikit-learn, Power Query, GCP, NumPy",12,True,True
2023,Chile,MLOps Engineer,Junior,Full Time,Presencial,Minería,Startup,2240000,2461,"R, Tableau, dbt",3,False,False
2023,Chile,AI Engineer,Senior,Freelance,Remoto,Retail / E-Commerce,Pequeña (<50),6190000,6802,"Spark, NLP, Python, R, Machine Learning, MLflow, Estadística, Deep Learning",8,False,False
2024,Chile,MLOps Engineer,Semi Senior,Full Time,Híbrido,Minería,Mediana (50-500),5770000,6340,"Excel, Seaborn, Computer Vision, Deep Learning, dbt, BigQuery, AWS",7,True,False
2024,Chile,BI Analyst,Senior,Full Time,Híbrido,Manufactura,Mediana (50-500),2980000,3274,"Linux, Seaborn, Computer Vision, Matplotlib, Git, Keras, Tableau, Estadística",8,False,True
2022,Argentina,NLP Engineer,Senior,Full Time,Presencial,Educación,Pequeña (<50),3650000,4010,"NumPy, Matplotlib, Computer Vision, NLP, Git, dbt, Machine Learning, BigQuery",8,False,False
2024,Chile,Data Engineer,Lead,Full Time,Híbrido,Seguros,Mediana (50-500),9260000,10175,"Azure, PyTorch, Docker, Linux, R, Estadística, Looker, Power BI, Airflow, dbt, SQL, Computer Vision, Machine Learning, MLflow",14,True,True
2024,Colombia,Data Scientist,Junior,Full Time,Híbrido,Manufactura,Mediana (50-500),2070000,2274,"Power Query, TensorFlow, Pandas, Seaborn, Linux",5,False,True
2022,Chile,MLOps Engineer,Junior,Full Time,Híbrido,Seguros,Startup,2990000,3285,"Keras, GCP, Python, scikit-learn, Spark, Tableau",6,True,True
2023,Chile,ML Engineer,Senior,Contrato,Híbrido,Salud,Mediana (50-500),6340000,6967,"scikit-learn, GCP, SQL, Looker, Python, Keras, Power BI, BigQuery, Excel, Git, NumPy",11,True,True
2023,México,ML Engineer,Junior,Full Time,Híbrido,Minería,Grande (+500),3000000,3296,"FastAPI, NumPy, Git",3,False,False
2024,México,BI Analyst,Junior,Full Time,Híbrido,Educación,Startup,1150000,1263,"R, Power Query, Pandas, Matplotlib, Python, PyTorch",6,False,True
2024,Chile,NLP Engineer,Senior,Full Time,Híbrido,Educación,Grande (+500),4750000,5219,"Power Query, SQL, Git, R, Deep Learning, Spark, Looker, BigQuery, Computer Vision",9,False,False
2024,Chile,AI Engineer,Semi Senior,Full Time,Híbrido,Tecnología,Mediana (50-500),5260000,5780,"Computer Vision, Git, NumPy, Spark, Deep Learning",5,False,False
2023,Colombia,Data Scientist,Junior,Full Time,Remoto,Manufactura,Startup,2040000,2241,"SQL, Looker, NLP, Tableau",4,False,False
2024,Colombia,Data Engineer,Semi Senior,Full Time,Presencial,Gobierno / Público,Startup,2310000,2538,"Airflow, TensorFlow, Snowflake, Power Query, AWS",5,True,True
2023,México,NLP Engineer,Junior,Full Time,Remoto,Telecomunicaciones,Grande (+500),3590000,3945,"Tableau, GCP, Deep Learning, Power Query",4,True,False
2022,Chile,Data Analyst,Junior,Full Time,Remoto,Telecomunicaciones,Startup,1820000,2000,"Kubernetes, NLP, TensorFlow, scikit-learn, Excel, Tableau",6,False,True
2023,Chile,Data Engineer,Senior,Part Time,Híbrido,Gobierno / Público,Grande (+500),4710000,5175,"SQL, Snowflake, Seaborn, scikit-learn, Docker, Spark, BigQuery, PyTorch, Deep Learning, dbt",10,False,True
2024,Colombia,MLOps Engineer,Junior,Full Time,Presencial,Tecnología,Pequeña (<50),3020000,3318,"Looker, Spark, PyTorch, TensorFlow, Python, Excel",6,False,True
2024,Chile,ML Engineer,Semi Senior,Full Time,Híbrido,Retail / E-Commerce,Startup,3130000,3439,"Deep Learning, Tableau, AWS, Estadística, Power BI, dbt, SQL",7,True,False
2023,Chile,Data Analyst,Junior,Full Time,Híbrido,Salud,Mediana (50-500),1270000,1395,"Looker, Python, TensorFlow",3,False,True
2022,Remoto Internacional,AI Engineer,Semi Senior,Full Time,Presencial,Fintech / Banca,Pequeña (<50),4370000,4802,"Deep Learning, Docker, GCP, BigQuery, Spark, Power Query",6,True,False
2022,México,Data Analyst,Junior,Contrato,Remoto,Educación,Grande (+500),1450000,1593,"Tableau, Deep Learning, Looker, Azure",4,True,False
2023,Remoto Internacional,Data Analyst,Semi Senior,Full Time,Presencial,Educación,Pequeña (<50),1080000,1186,"R, Pandas, Linux, SQL, scikit-learn, NumPy, Seaborn, AWS",8,True,True
2024,Colombia,MLOps Engineer,Semi Senior,Contrato,Híbrido,Retail / E-Commerce,Mediana (50-500),3940000,4329,"Spark, Snowflake, MLflow, Power Query, Git, R",6,False,False
2024,México,MLOps Engineer,Semi Senior,Contrato,Híbrido,Educación,Grande (+500),3890000,4274,"R, Seaborn, dbt, Linux, PyTorch, Kubernetes",6,False,True
2023,Colombia,BI Analyst,Junior,Full Time,Presencial,Manufactura,Pequeña (<50),780000,857,"PyTorch, Deep Learning, NumPy, Excel, Matplotlib, Spark",6,False,True
2023,Chile,BI Analyst,Semi Senior,Contrato,Remoto,Gobierno / Público,Grande (+500),2790000,3065,"Looker, Kubernetes, Pandas, BigQuery, Computer Vision, TensorFlow, MLflow",7,False,True
2024,Chile,Data Analyst,Semi Senior,Full Time,Presencial,Salud,Mediana (50-500),2420000,2659,"Airflow, Machine Learning, GCP, PyTorch, Linux, Git, Matplotlib",7,True,True
2023,México,AI Engineer,Junior,Full Time,Remoto,Seguros,Pequeña (<50),3590000,3945,"TensorFlow, MLflow, Spark, Docker",4,False,True
2023,México,BI Analyst,Junior,Full Time,Remoto,Minería,Pequeña (<50),1210000,1329,"BigQuery, NumPy, Keras, Airflow, FastAPI, R",6,False,True
2022,Remoto Internacional,AI Engineer,Junior,Contrato,Remoto,Educación,Startup,2130000,2340,"Power Query, Computer Vision, dbt, Looker, Estadística",5,False,False
2023,Chile,Data Analyst,Junior,Full Time,Híbrido,Educación,Startup,1280000,1406,"TensorFlow, PyTorch, AWS, Seaborn, Power BI",5,True,True
2023,México,Data Scientist,Senior,Full Time,Híbrido,Salud,Grande (+500),6210000,6824,"Machine Learning, Docker, R, Power BI, Python, Power Query, Azure",7,True,False
2024,Chile,AI Engineer,Junior,Full Time,Remoto,Retail / E-Commerce,Mediana (50-500),3550000,3901,"Matplotlib, Spark, Keras, SQL, Pandas",5,False,True
2022,Argentina,Data Analyst,Junior,Freelance,Híbrido,Educación,Mediana (50-500),1290000,1417,"dbt, Power Query, TensorFlow",3,False,True
2024,Chile,ML Engineer,Junior,Full Time,Remoto,Educación,Mediana (50-500),2880000,3164,"Kubernetes, dbt, scikit-learn, Python",4,False,True
2022,Chile,Data Analyst,Senior,Full Time,Híbrido,Educación,Startup,2230000,2450,"Estadística, NLP, Snowflake, Keras, Seaborn, Looker, GCP",7,True,True
2023,Chile,MLOps Engineer,Junior,Full Time,Presencial,Salud,Mediana (50-500),2240000,2461,"Pandas, SQL, Power Query, Looker, Git",5,False,False
2024,México,NLP Engineer,Semi Senior,Contrato,Híbrido,Seguros,Mediana (50-500),6400000,7032,"Azure, Linux, Docker, Looker, BigQuery, AWS, GCP, PyTorch",8,True,True
2023,Chile,Data Analyst,Senior,Freelance,Híbrido,Retail / E-Commerce,Startup,3080000,3384,"Spark, Tableau, NLP, SQL, GCP, MLflow, AWS, Looker, Deep Learning, Python, BigQuery, Docker",12,True,False
2022,Chile,NLP Engineer,Lead,Full Time,Remoto,Tecnología,Startup,10190000,11197,"Deep Learning, Azure, Snowflake, Kubernetes, Machine Learning, MLflow, Pandas, Airflow, FastAPI, BigQuery, scikit-learn",11,True,True
2022,Chile,Data Scientist,Lead,Full Time,Híbrido,Seguros,Grande (+500),10110000,11109,"Excel, Power BI, Airflow, BigQuery, Looker, Computer Vision, PyTorch, Kubernetes, Tableau, Keras",10,False,True
2023,Colombia,Data Engineer,Senior,Full Time,Remoto,Salud,Mediana (50-500),4560000,5010,"Kubernetes, Excel, Power BI, AWS, Keras, dbt, Spark",7,True,True
2022,Colombia,MLOps Engineer,Lead,Full Time,Presencial,Retail / E-Commerce,Grande (+500),6860000,7538,"Tableau, scikit-learn, dbt, AWS, Looker, Power BI, Git, Kubernetes, Deep Learning",9,True,True
2022,Chile,BI Analyst,Senior,Full Time,Remoto,Telecomunicaciones,Mediana (50-500),4620000,5076,"dbt, Looker, SQL, Power BI, GCP, Tableau, Excel, Snowflake",8,True,False
2023,Chile,NLP Engineer,Junior,Full Time,Presencial,Telecomunicaciones,Mediana (50-500),2890000,3175,"Computer Vision, Spark, AWS, TensorFlow, Azure",5,True,True
2023,Chile,Data Scientist,Junior,Full Time,Remoto,Educación,Mediana (50-500),2020000,2219,"Linux, BigQuery, Computer Vision, Matplotlib, Snowflake, FastAPI",6,False,False
2023,Chile,MLOps Engineer,Senior,Full Time,Remoto,Manufactura,Startup,5300000,5824,"Docker, Tableau, Seaborn, FastAPI, Power BI, Power Query, NLP",7,False,False
2023,Chile,MLOps Engineer,Semi Senior,Full Time,Remoto,Salud,Pequeña (<50),3660000,4021,"Docker, Machine Learning, Keras, NLP, PyTorch",5,False,True
2023,Chile,AI Engineer,Semi Senior,Full Time,Presencial,Telecomunicaciones,Grande (+500),3840000,4219,"Computer Vision, BigQuery, Seaborn, Docker, Kubernetes, Tableau, Power Query, SQL",8,False,False
2023,Chile,Data Analyst,Lead,Full Time,Híbrido,Tecnología,Pequeña (<50),5170000,5681,"Machine Learning, Tableau, MLflow, Matplotlib, Estadística, Airflow, dbt, Spark, SQL, BigQuery, R, AWS",12,True,False
2022,Remoto Internacional,BI Analyst,Junior,Full Time,Remoto,Manufactura,Mediana (50-500),1270000,1395,"Power BI, SQL, Looker, Docker, Snowflake",5,False,False
2023,Chile,BI Analyst,Junior,Full Time,Presencial,Educación,Pequeña (<50),750000,824,"MLflow, Seaborn, Power BI, Snowflake, TensorFlow",5,False,True
2024,Chile,NLP Engineer,Senior,Full Time,Híbrido,Educación,Grande (+500),5930000,6516,"Looker, Tableau, Keras, Git, Azure, NumPy, Matplotlib, Kubernetes, Seaborn, Estadística, Pandas",11,True,True
2023,Colombia,AI Engineer,Junior,Full Time,Híbrido,Retail / E-Commerce,Grande (+500),2900000,3186,"R, FastAPI, Python",3,False,False
2022,Chile,Data Engineer,Junior,Full Time,Híbrido,Gobierno / Público,Mediana (50-500),1820000,2000,"Docker, Python, Tableau, Azure, R",5,True,False
2022,Chile,AI Engineer,Senior,Contrato,Híbrido,Tecnología,Mediana (50-500),5930000,6516,"TensorFlow, Excel, Computer Vision, NumPy, FastAPI, Seaborn, AWS, Machine Learning, Spark, PyTorch",10,True,True
2024,Argentina,BI Analyst,Senior,Full Time,Híbrido,Seguros,Mediana (50-500),4360000,4791,"dbt, Spark, Kubernetes, SQL, Docker, Snowflake, PyTorch, Azure, Airflow, Keras, Computer Vision, Seaborn",12,True,True
2023,Chile,MLOps Engineer,Junior,Full Time,Presencial,Gobierno / Público,Pequeña (<50),1820000,2000,"Kubernetes, Spark, Computer Vision, Keras",4,False,True
2023,Chile,ML Engineer,Senior,Full Time,Híbrido,Manufactura,Pequeña (<50),5190000,5703,"FastAPI, Excel, Spark, Azure, BigQuery, Looker, NumPy, R, Git",9,True,False
2023,Chile,BI Analyst,Lead,Full Time,Híbrido,Fintech / Banca,Startup,6130000,6736,"SQL, NumPy, Seaborn, TensorFlow, Keras, Power Query, Spark, NLP, GCP, MLflow, scikit-learn, Estadística",12,True,True
2022,Chile,MLOps Engineer,Senior,Full Time,Híbrido,Salud,Mediana (50-500),4920000,5406,"Pandas, Git, Excel, scikit-learn, R, Deep Learning, Linux, Seaborn, Python, Tableau, dbt",11,False,True
2022,Argentina,MLOps Engineer,Semi Senior,Full Time,Presencial,Tecnología,Mediana (50-500),3920000,4307,"PyTorch, MLflow, Seaborn, Matplotlib, Excel",5,False,True
2024,Chile,Data Scientist,Junior,Full Time,Remoto,Salud,Pequeña (<50),2280000,2505,"Python, GCP, Azure",3,True,False
2023,Chile,MLOps Engineer,Senior,Full Time,Remoto,Minería,Grande (+500),9880000,10857,"Tableau, MLflow, PyTorch, BigQuery, Kubernetes, FastAPI, Machine Learning, Looker, Excel, Pandas, Git",11,False,True
2023,Colombia,ML Engineer,Semi Senior,Full Time,Remoto,Retail / E-Commerce,Pequeña (<50),3770000,4142,"NLP, Matplotlib, Looker, FastAPI, Keras, Pandas, Snowflake, Estadística",8,False,True
2022,México,MLOps Engineer,Semi Senior,Full Time,Híbrido,Retail / E-Commerce,Pequeña (<50),3140000,3450,"Keras, R, Excel, Power BI, MLflow, NLP",6,False,True
2022,Colombia,ML Engineer,Junior,Full Time,Remoto,Minería,Mediana (50-500),3080000,3384,"Pandas, Spark, Deep Learning, Machine Learning, Estadística",5,False,False
2022,Chile,ML Engineer,Lead,Contrato,Presencial,Manufactura,Pequeña (<50),5070000,5571,"R, Seaborn, Azure, Linux, scikit-learn, AWS, BigQuery, SQL, Machine Learning, Power Query, PyTorch, GCP, Excel, Spark",14,True,True
2023,Chile,NLP Engineer,Senior,Full Time,Híbrido,Educación,Pequeña (<50),3740000,4109,"Machine Learning, Pandas, AWS, Python, BigQuery, Linux, Excel, PyTorch, Docker, R, Spark, Azure",12,True,True
2023,Chile,Data Engineer,Junior,Freelance,Híbrido,Telecomunicaciones,Mediana (50-500),2510000,2758,"AWS, Estadística, R, Python",4,True,False
2022,Chile,BI Analyst,Senior,Full Time,Híbrido,Gobierno / Público,Pequeña (<50),1880000,2065,"GCP, Docker, Keras, NumPy, Power Query, Deep Learning, Machine Learning, Seaborn, NLP, Airflow, PyTorch",11,True,True
2024,México,MLOps Engineer,Lead,Contrato,Híbrido,Gobierno / Público,Mediana (50-500),7370000,8098,"MLflow, Computer Vision, R, BigQuery, Azure, Python, Docker, Power Query, Pandas, Linux, Looker, Spark",12,True,False
2024,México,MLOps Engineer,Lead,Full Time,Presencial,Gobierno / Público,Mediana (50-500),7770000,8538,"FastAPI, R, Kubernetes, Airflow, GCP, PyTorch, Python, Power Query, TensorFlow, SQL, Estadística",11,True,True
2022,Remoto Internacional,NLP Engineer,Junior,Contrato,Remoto,Fintech / Banca,Startup,3360000,3692,"BigQuery, Estadística, SQL, Looker, FastAPI",5,False,False
2024,Argentina,Data Scientist,Semi Senior,Full Time,Híbrido,Gobierno / Público,Mediana (50-500),2340000,2571,"Spark, Git, NumPy, AWS, BigQuery",5,True,False
2022,Argentina,Data Analyst,Junior,Contrato,Híbrido,Educación,Grande (+500),1350000,1483,"scikit-learn, PyTorch, Airflow",3,False,True
2023,Chile,Data Engineer,Senior,Full Time,Remoto,Salud,Startup,5720000,6285,"Seaborn, scikit-learn, MLflow, FastAPI, dbt, Matplotlib, Deep Learning, Pandas",8,False,True
2022,Chile,ML Engineer,Junior,Freelance,Presencial,Telecomunicaciones,Grande (+500),2870000,3153,"dbt, AWS, TensorFlow",3,True,True
2023,Chile,NLP Engineer,Semi Senior,Full Time,Híbrido,Manufactura,Startup,2750000,3021,"Excel, Matplotlib, BigQuery, Snowflake, Looker, GCP, Linux",7,True,False
2024,Argentina,Data Analyst,Semi Senior,Contrato,Presencial,Salud,Grande (+500),1890000,2076,"Tableau, Azure, Keras, NumPy, Snowflake",5,True,True
2023,Chile,Data Analyst,Semi Senior,Part Time,Híbrido,Seguros,Grande (+500),2790000,3065,"scikit-learn, Looker, Linux, Docker, Excel, BigQuery, FastAPI, Pandas",8,False,True
2023,Chile,NLP Engineer,Senior,Full Time,Presencial,Tecnología,Mediana (50-500),6170000,6780,"Git, Pandas, Seaborn, GCP, NLP, SQL, Computer Vision, Kubernetes, scikit-learn, Python",10,True,True
2022,México,BI Analyst,Junior,Freelance,Híbrido,Seguros,Pequeña (<50),1390000,1527,"Excel, PyTorch, scikit-learn, TensorFlow, MLflow, Tableau",6,False,True
2022,Chile,NLP Engineer,Semi Senior,Part Time,Remoto,Manufactura,Pequeña (<50),3340000,3670,"Spark, FastAPI, Machine Learning, MLflow, SQL, Looker, Power BI",7,False,False
2022,Chile,Data Scientist,Lead,Full Time,Presencial,Telecomunicaciones,Pequeña (<50),6360000,6989,"Tableau, Snowflake, Seaborn, BigQuery, Spark, Keras, Looker, Computer Vision, Docker, Python, Linux, Machine Learning",12,False,True
2024,Chile,BI Analyst,Junior,Full Time,Presencial,Tecnología,Mediana (50-500),1570000,1725,"Seaborn, TensorFlow, scikit-learn",3,False,True
2022,Chile,AI Engineer,Senior,Full Time,Remoto,Seguros,Grande (+500),8790000,9659,"Kubernetes, Power BI, dbt, FastAPI, Estadística, Git, Looker",7,False,False
2024,Chile,ML Engineer,Senior,Full Time,Presencial,Manufactura,Pequeña (<50),4520000,4967,"R, FastAPI, Estadística, Excel, NumPy, Azure, PyTorch, Seaborn, SQL, Tableau",10,True,True
2023,Chile,ML Engineer,Junior,Full Time,Remoto,Gobierno / Público,Grande (+500),3240000,3560,"Linux, BigQuery, scikit-learn, Airflow, Azure",5,True,True
2024,Chile,Data Analyst,Junior,Full Time,Híbrido,Telecomunicaciones,Mediana (50-500),1780000,1956,"SQL, Deep Learning, Docker",3,False,False
2022,Remoto Internacional,Data Engineer,Junior,Full Time,Presencial,Manufactura,Mediana (50-500),1770000,1945,"GCP, Power Query, Spark, Power BI, Machine Learning",5,True,False
2023,Chile,Data Analyst,Semi Senior,Full Time,Presencial,Educación,Mediana (50-500),1810000,1989,"Estadística, MLflow, dbt, Spark, FastAPI, Machine Learning, NLP, Power BI",8,False,False
2022,Chile,MLOps Engineer,Junior,Full Time,Remoto,Gobierno / Público,Startup,2550000,2802,"Airflow, PyTorch, AWS, TensorFlow",4,True,True
2024,Chile,Data Analyst,Junior,Full Time,Presencial,Fintech / Banca,Mediana (50-500),1700000,1868,"Linux, PyTorch, Docker",3,False,True
2024,Chile,AI Engineer,Lead,Full Time,Híbrido,Gobierno / Público,Grande (+500),8680000,9538,"Python, Estadística, scikit-learn, NumPy, Looker, Kubernetes, Tableau, NLP, Seaborn, Pandas, Power BI, AWS, Azure, Docker",14,True,True
2024,Chile,MLOps Engineer,Senior,Full Time,Híbrido,Salud,Startup,6620000,7274,"Matplotlib, GCP, Spark, Power Query, Looker, PyTorch, Docker, SQL, Computer Vision, Python",10,True,True
2024,Chile,MLOps Engineer,Semi Senior,Full Time,Híbrido,Fintech / Banca,Grande (+500),5320000,5846,"TensorFlow, MLflow, Keras, Snowflake, PyTorch, Excel, Docker, Git",8,False,True
2023,Chile,Data Scientist,Semi Senior,Full Time,Híbrido,Manufactura,Grande (+500),3640000,4000,"NLP, GCP, dbt, Deep Learning, Power Query, Snowflake",6,True,False
2022,México,AI Engineer,Junior,Part Time,Presencial,Retail / E-Commerce,Startup,1950000,2142,"Git, Kubernetes, Looker, Keras, Power BI, PyTorch",6,False,True
2024,México,BI Analyst,Semi Senior,Part Time,Presencial,Tecnología,Pequeña (<50),2230000,2450,"SQL, Tableau, scikit-learn, Spark, NLP, Keras, PyTorch, Linux",8,False,True
2024,Colombia,Data Analyst,Senior,Full Time,Híbrido,Manufactura,Mediana (50-500),2930000,3219,"Pandas, Estadística, NumPy, Python, Spark, scikit-learn, Excel",7,False,True
2023,Argentina,ML Engineer,Senior,Full Time,Híbrido,Educación,Pequeña (<50),4510000,4956,"Linux, Matplotlib, scikit-learn, Git, Spark, FastAPI, Looker, TensorFlow, Azure, SQL, Estadística, AWS",12,True,True
2023,Chile,NLP Engineer,Senior,Freelance,Híbrido,Manufactura,Pequeña (<50),3880000,4263,"Tableau, scikit-learn, PyTorch, Kubernetes, Docker, Machine Learning, SQL",7,False,True
2024,Chile,Data Analyst,Semi Senior,Full Time,Remoto,Manufactura,Grande (+500),3020000,3318,"Kubernetes, Docker, Snowflake, Seaborn, Power BI, SQL",6,False,False
2023,Chile,AI Engineer,Junior,Full Time,Remoto,Gobierno / Público,Startup,2660000,2923,"Docker, Excel, NumPy, Spark, FastAPI, Power BI",6,False,False
2024,Colombia,ML Engineer,Senior,Full Time,Remoto,Gobierno / Público,Mediana (50-500),5690000,6252,"Python, Power Query, Docker, Estadística, NLP, Azure, Power BI, R",8,True,False
2023,Argentina,Data Analyst,Lead,Contrato,Híbrido,Salud,Grande (+500),4360000,4791,"Azure, SQL, scikit-learn, Snowflake, NumPy, PyTorch, Looker, Excel, Estadística, Machine Learning, TensorFlow, Seaborn",12,True,True
2023,Chile,Data Scientist,Senior,Full Time,Remoto,Retail / E-Commerce,Mediana (50-500),6050000,6648,"NLP, Kubernetes, PyTorch, R, Power BI, Seaborn, Computer Vision, scikit-learn, AWS, Pandas, Git, Keras",12,True,True
2022,México,MLOps Engineer,Junior,Full Time,Híbrido,Tecnología,Mediana (50-500),3150000,3461,"BigQuery, AWS, Estadística",3,True,False
2023,Chile,ML Engineer,Junior,Full Time,Remoto,Telecomunicaciones,Mediana (50-500),2870000,3153,"Azure, dbt, Snowflake, NumPy",4,True,False
